单词,English,Arabic
时尚（五级）,fashion,الموضة
实话（五级）,truth,الحقيقة
实践（五级）,practice,تنفيذ
实习（五级）,internship,الممارسة
实现（五级）,achieve,الإدراك
实验（五级）,experiment,التجربة
实用（五级）,practical,الممارسة العملية
食物（五级）,food,الطعام
使劲儿（五级）,push hard,بذل الجهد
始终（五级）,always,دائماً
士兵（五级）,soldier,جندي
市场（五级）,market,السوق
似的（五级）,like,مثل
事实（五级）,fact,حقيقة
事物（五级）,thing,الشيء
事先（五级）,in advance,مسبقًا
试卷（五级）,test paper,ورقة الاختبار
收获（五级）,harvest,الحصاد
收据（五级）,receipt,الإيصالات
手工（五级）,manual,عمل يدوي
手术（五级）,surgery,الجراحة
手套（五级）,gloves,القفازات
手续（五级）,procedures,الإجراءات
手指（五级）,finger,الإصبع
首（五级）,first,كلمة قياس للاغاني والقصائد
寿命（五级）,lifespan,العمر الافتراضي
受伤（五级）,injured,الإصابة
书架（五级）,bookshelf,رف الكتب
梳子（五级）,comb,المشط
舒适（五级）,comfortable,الراحة
输入（五级）,input,المدخلات
蔬菜（五级）,vegetable,الخضروات
熟练（五级）,skilled,المهارة
属于（五级）,belong to,الانتماء
鼠标（五级）,mouse,ماوس الكمبيوتر
数（五级）,number,العدد
数据（五级）,data,البيانات
数码（五级）,digital,رقمي
摔倒（五级）,fall,سقوط
甩（五级）,dump,قذف
双方（五级）,both parties,كلا الجانبين
税（五级）,tax,الضريبة
说不定（五级）,maybe,ربما
说服（五级）,persuade,الإقناع
丝绸（五级）,silk,الحرير
丝毫（五级）,the slightest,ادنى كميه
私人（五级）,private,الخاص
思考（五级）,think,نفكير
思想（五级）,thought,فكر
撕（五级）,tear,تمزيق
似乎（五级）,seems,يبدو
搜索（五级）,search,بحث
宿舍（五级）,dormitory,السكن الجامعي
随身（五级）,take with,معك
随时（五级）,at any time,في أي وقت
随手（五级）,Readily,دون اي جهد اضافي
碎（五级）,smash,مكسور
损失（五级）,loss,الخسارة
缩短（五级）,shorten,تقصير
所（五级）,place,يستخدم قبل الفعل
锁（五级）,lock,القفل
台阶（五级）,step,الخطوات/ السلالم
太极拳（五级）,Tai Chi,تاي جي تشوان
太太（五级）,wife,السيدة
谈判（五级）,negotiate,التفاوض
坦率（五级）,frank,صريح
烫（五级）,burn,ساخن
逃（五级）,flee,الهروب
逃避（五级）,escape,تفادي
桃（五级）,peach,الخوخ
淘气（五级）,naughty,شقي
讨价还价（五级）,bargaining,المساومة
套（五级）,harness,غطاء
特色（五级）,feature,ميزات خاصه
特殊（五级）,special,مميز
特征（五级）,characteristic,ميزة
疼爱（五级）,be very fond of,الحب
提倡（五级）,advocate,الترويج
提纲（五级）,outline,مخطط تفصيلي
提问（五级）,question,سؤال
题目（五级）,title,الموضوع
体会（五级）,experience,ادراك
体贴（五级）,thoughtfulness,الاعتبار
体现（五级）,embody,التجسيد
体验（五级）,experience,التجربة
天空（五级）,sky,السماء
天真（五级）,innocent,بريئة
调皮（五级）,naughty,مؤذٍ
调整（五级）,adjust,التكيف
挑战（五级）,challenge,التحدي
通常（五级）,usual,المعتاد
统一（五级）,unify,موحد
痛苦（五级）,pain,مؤلم
痛快（五级）,delighted,سعيد
偷（五级）,steal,السرقة
投入（五级）,put into,استثمر
投资（五级）,investment,استثمار
透明（五级）,transparency,شفافيه
突出（五级）,stand out,بارز
土地（五级）,land,أرض
土豆（五级）,potato,بطاطس
吐（五级）,spit,بصاق
兔子（五级）,rabbit,أرنب
团（五级）,group,فوج
推辞（五级）,decline,الأعذار
推广（五级）,popularize,الترقية
推荐（五级）,recommend,التوصية
退（五级）,fade,سحب
退步（五级）,fall behind,تراجع
退休（五级）,retirement,متقاعد
歪（五级）,crooked,معوج
外公（五级）,grandfather,الجد
外交（五级）,diplomacy,دبلوماسي
完美（五级）,perfect,مثالي
完善（五级）,perfect,تحسين
完整（五级）,Complete,كاملة
玩具（五级）,toy,الألعاب
万一（五级）,in case,في حالة
王子（五级）,prince,الأمير
网络（五级）,network,الشبكة
往返（五级）,round trip,من وإلى
危害（五级）,harm,المخاطر
威胁（五级）,threat,التهديدات
微笑（五级）,smile,ابتسامة
违反（五级）,violate,الانتهاك
围巾（五级）,scarf,وشاح
围绕（五级）,surround,حول
唯一（五级）,only,فقط
维修（五级）,service,إصلاح
伟大（五级）,great,عظيم
尾巴（五级）,tail,الذيل
委屈（五级）,aggrieved,الشكاوى
未必（五级）,not necessarily,ليس بالضرورة
未来（五级）,future,المستقبل
位于（五级）,be located in,تقع في
位置（五级）,location,الموضع
胃（五级）,stomach,المعدة
胃口（五级）,appetite,الشهيه
温暖（五级）,warmth,دافئة
温柔（五级）,gentle,لطيف
文件（五级）,document,التوثيق
文具（五级）,stationery,قرطاسية
文明（五级）,civilization,متحضرة
文学（五级）,literature,الأدب
文字（五级）,word,نص
闻（五级）,smell,الرائحة
吻（五级）,kiss,قبلة
稳定（五级）,stabilization,الاستقرار
问候（五级）,greeting,التحية
卧室（五级）,bedroom,غرفة النوم
握手（五级）,shake hands,المصافحة
屋子（五级）,house,الغرفه
无奈（五级）,helpless,عاجز
无数（五级）,countless,لا تعد ولا تحصى
无所谓（五级）,it doesn't matter.,لا يهم
武术（五级）,wushu,فنون الدفاع عن النفس
勿（五级）,do not,لا
物理（五级）,physics,الفيزياء
物质（五级）,substance,ماده
雾（五级）,fog,الضباب
吸取（五级）,absorb,الامتصاص
吸收（五级）,absorption,امتصاص
戏剧（五级）,drama,دراما
系（五级）,department,النظام
系统（五级）,system,النظام
细节（五级）,detail,التفاصيل
瞎（五级）,blind,أعمى
下载（五级）,download,التحميل
吓（五级）,scare,تخويف
夏令营（五级）,summer camp,مخيم صيفي
鲜艳（五级）,bright color,ملون بألوان زاهية
显得（五级）,appear,تظهر
显然（五级）,obviously,على ما يبدو
显示（五级）,show,عرض
县（五级）,county,مقاطعة
现代（五级）,modern,الحديثة
现实（五级）,reality,الواقع
现象（五级）,phenomenon,الظاهرة
限制（五级）,restriction,القيود
相处（五级）,get along with,التعايش
相当（五级）,quite,بدلا
相对（五级）,relative,نسبي
相关（五级）,related,ذات صلة
相似（五级）,similar,متشابه
香肠（五级）,sausage,النقانق
享受（五级）,enjoy,الاستمتاع
想念（五级）,miss,الاشتياق
想象（五级）,imagine,تخيل
项（五级）,item,عنصر
项链（五级）,necklace,قلادة
项目（五级）,project,مشروع
象棋（五级）,chess,الشطرنج الصيني
象征（五级）,symbol,الرمز
消费（五级）,consumption,الاستهلاك
消化（五级）,digestion,الهضم
消极（五级）,negative,سالب
消失（五级）,disappear,الاختفاء
销售（五级）,sell,البيع
小麦（五级）,wheat,القمح
小气（五级）,stingy,بخيل
孝顺（五级）,filial piety,الطاعه
效率（五级）,efficiency,الكفاءة
歇（五级）,rest,الراحة
斜（五级）,oblique,الميل
写作（五级）,writing,الكتابة
血（五级）,blood,الدم
心理（五级）,psychology,ذهني
心脏（五级）,the heart!,القلب
欣赏（五级）,appreciate,التقدير
信号（五级）,signal,الإشارات
信任（五级）,trust,الثقة
行动（五级）,action,العمل
行人（五级）,pedestrian,المشاة
行为（五级）,behavior,السلوك
形成（五级）,form,التشكيل
形容（五级）,describe,وصف
形式（五级）,form,الشكل
形势（五级）,situation,الوضع
形象（五级）,image,الصورة
形状（五级）,shape,الشكل
幸亏（五级）,fortunately,لحسن الحظ
幸运（五级）,lucky,الحظ
性质（五级）,nature,الطبيعة
兄弟（五级）,brother,الأخوة
胸（五级）,chest,الصدر
休闲（五级）,leisure,الاستمتاع وقت الفراغ
修改（五级）,modify,مراجعه
虚心（五级）,open-minded,متواضع
叙述（五级）,narrative,إعادة فرز
宣布（五级）,announce,الإعلان
宣传（五级）,publicity,نشر
学历（五级）,education,أكاديمي
学术（五级）,academic,تعليم
学问（五级）,knowledge,التعلم
寻找（五级）,seek,البحث عن
询问（五级）,ask,الاستفسار
训练（五级）,train,التدريب
迅速（五级）,quickly,بسرعة
押金（五级）,deposit,الإيداع المسبق
牙齿（五级）,teeth,الأسنان
延长（五级）,extend,التمديد
严肃（五级）,serious,الجدية
演讲（五级）,speech,تقديم محاضره
宴会（五级）,banquet,مأدبة
阳台（五级）,balcony,الشرفة
痒（五级）,itch,الحكة
样式（五级）,style,الأناقة
腰（五级）,waist,الخصر
摇（五级）,shake,مصافحة
咬（五级）,bite,العض
要不（五级）,or,و إلا
业务（五级）,business,عمل
业余（五级）,amateur,هواة
夜（五级）,night,ليلة
一辈子（五级）,lifetime,مدى الحياة
一旦（五级）,once,مرة واحدة
一律（五级）,all,بدون استناء
一再（五级）,again and again,مراراً وتكراراً
一致（五级）,consistent,متطابق
依然（五级）,still,لا يزال
移动（五级）,move,الانتقال
移民（五级）,immigration,الهجرة
遗憾（五级）,regret,الندم
疑问（五级）,question,الحيره
乙（五级）,b,ثانيه
以及（五级）,and,وايضا
以来（五级）,since,منذ
亿（五级）,a hundred million,مليار
义务（五级）,obligation,التزامات
议论（五级）,discussion,المناقشة
意外（五级）,accident,حادث
意义（五级）,meaning,المعنى
因而（五级）,therefore,هكذا
因素（五级）,factor,العامل
银（五级）,silver,الفضة
印刷（五级）,print,الطباعة
英俊（五级）,handsome,وسيم
英雄（五级）,hero,بطل
